,Player,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDribblers,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Clr,Err
320,Melayro Bogarde,2,1,2,0,0,2,2,100.0,0,0,0,0,0,3,0
321,Quentin Boisgard,31,19,10,14,7,14,35,40.0,21,11,0,11,12,4,1
322,Willy Boly,57,33,36,21,0,25,43,58.1,18,28,11,17,39,108,3
323,Giacomo Bonaventura,16,9,5,6,5,5,17,29.4,12,8,3,5,7,10,0
324,Federico Bonazzoli,7,5,1,4,2,0,7,0.0,7,3,0,3,5,2,0
325,Gaëtan Bong,1,0,0,0,1,0,0,,0,1,1,0,0,0,0
326,Kevin Bonifazi,9,8,6,3,0,5,6,83.3,1,3,2,1,5,10,0
327,Kevin Bonifazi,16,9,15,1,0,9,18,50.0,9,20,12,8,35,50,2
328,Federico Bonini,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
329,Leonardo Bonucci,28,17,18,8,2,12,17,70.6,5,32,29,3,31,94,2
330,Fabio Borini,2,1,2,0,0,0,4,0.0,4,3,0,3,13,6,0
331,Fabio Borini,2,2,0,0,2,0,2,0.0,2,1,0,1,0,3,0
332,Dennis Borkowski,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
333,Robin Bormuth,2,1,2,0,0,2,3,66.7,1,6,5,1,0,12,0
334,Sebastiaan Bornauw,37,24,24,12,1,20,39,51.3,19,32,12,20,42,99,0
335,Brandon Borrello,10,4,6,4,0,4,10,40.0,6,7,1,6,1,1,0
336,Gabriel Boschilia,3,1,0,3,0,1,5,20.0,4,1,1,0,2,2,0
337,Denis Bouanga,45,34,10,25,10,20,55,36.4,35,30,0,30,10,15,0
338,Hicham Boudaoui,20,10,6,11,3,9,23,39.1,14,10,3,7,13,7,0
339,Ryad Boudebouz,25,16,9,14,2,8,25,32.0,17,14,1,13,7,5,0
340,Sofiane Boufal,16,8,6,5,5,6,15,40.0,9,17,0,17,4,1,0
341,Nassim Boujellab,12,10,5,4,3,5,14,35.7,9,8,1,7,7,5,0
342,Farid Boulaya,14,10,7,4,3,7,19,36.8,12,5,0,5,6,3,0
343,Yassine Bounou,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
344,Mehdi Bourabia,19,9,8,10,1,9,22,40.9,13,12,2,10,22,23,0
345,Benjamin Bourigeaud,40,12,18,20,2,17,68,25.0,51,38,7,31,20,25,0
346,Bilal Boutobba,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
347,Jarrod Bowen,19,15,7,9,3,4,17,23.5,13,6,0,6,16,8,0
348,Dedryck Boyata,24,18,17,5,2,4,12,33.3,8,39,32,7,62,158,1
349,John Boye,30,19,25,5,0,19,32,59.4,13,31,18,13,31,116,0
350,Can Bozdogan,8,6,5,3,0,3,12,25.0,9,2,0,2,2,2,0
351,Domagoj Bradarić,28,11,9,17,2,12,27,44.4,15,16,3,13,22,28,0
352,Filip Bradarić,12,9,5,5,2,3,8,37.5,5,12,3,9,17,19,0
353,Robbie Brady,11,9,5,4,2,3,10,30.0,7,10,2,8,5,8,0
354,Martin Braithwaite,2,2,2,0,0,0,8,0.0,8,3,0,3,1,1,0
355,Martin Braithwaite,13,7,4,5,4,4,12,33.3,8,10,2,8,4,9,0
356,Federico Brancolini,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
357,Brandon,5,3,1,3,1,0,5,0.0,5,4,0,4,0,1,0
358,Julian Brandt,48,33,15,21,12,25,55,45.5,30,35,2,33,16,10,1
359,Jarrad Branthwaite,8,7,5,3,0,3,5,60.0,2,6,3,3,2,12,0
360,Darko Brašanac,45,25,14,26,5,15,41,36.6,26,19,4,15,20,21,0
361,Claudio Bravo,0,0,0,0,0,0,0,,0,0,0,0,0,1,1
362,Josip Brekalo,18,8,5,6,7,5,23,21.7,18,26,0,26,16,4,0
363,Gleison Bremer,63,36,37,20,6,20,34,58.8,14,48,22,26,74,118,1
364,Marco Brescianini,1,1,1,0,0,0,0,,0,0,0,0,2,0,0
365,Anthony Briançon,29,19,20,9,0,17,34,50.0,17,22,16,6,39,80,0
366,Jimmy Briand,12,8,5,4,3,3,13,23.1,10,8,4,4,6,12,0
367,Yan Brice Eteki,37,21,14,18,5,15,31,48.4,16,17,4,13,24,20,1
368,Armando Broja,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
369,Dylan Bronn,7,5,6,1,0,4,7,57.1,3,11,9,2,6,42,0
370,David Brooks,5,5,1,2,2,2,14,14.3,12,5,1,4,2,1,0
371,John Brooks,38,27,27,9,2,24,49,49.0,25,31,12,19,41,93,0
372,Daniel Brosinski,40,27,13,23,4,15,34,44.1,19,16,2,14,14,58,0
373,Josh Brownhill,14,8,5,7,2,5,13,38.5,8,9,4,5,14,18,0
374,Marcelo Brozović,67,35,26,31,10,19,71,26.8,52,26,9,17,46,46,2
375,Gastón Brugman,47,24,25,15,7,19,46,41.3,27,33,15,18,27,19,2
376,Jeffrey Bruma,9,5,4,5,0,7,13,53.8,6,6,3,3,13,51,1
377,Jeffrey Bruma,12,8,8,4,0,4,6,66.7,2,11,5,6,6,34,1
378,Jacob Bruun Larsen,3,2,3,0,0,3,8,37.5,5,3,0,3,3,1,0
379,Jacob Bruun Larsen,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
380,Lucas Buadés,4,4,3,1,0,1,5,20.0,4,0,0,0,1,3,0
381,Ante Budimir,31,15,4,22,5,7,29,24.1,22,21,4,17,8,29,0
382,Emi Buendía,82,39,57,21,4,38,118,32.2,80,58,5,53,23,32,2
383,Gianluigi Buffon,0,0,0,0,0,0,0,,0,0,0,0,0,3,1
384,Marius Bülter,38,22,19,13,6,17,54,31.5,37,37,3,34,11,20,1
385,Esteban Burgos,11,9,9,2,0,5,9,55.6,4,11,6,5,17,66,2
386,Guido Burgstaller,7,3,0,5,2,4,15,26.7,11,12,3,9,4,10,0
387,Burgui,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
388,Jonathan Burkardt,9,4,2,5,2,3,8,37.5,5,6,1,5,0,1,0
389,Oliver Burke,19,14,8,9,2,10,23,43.5,13,24,0,24,8,16,0
390,Roman Bürki,2,2,2,0,0,2,3,66.7,1,1,0,1,2,13,1
391,Dan Burn,67,42,35,27,5,25,53,47.2,28,44,20,24,42,130,0
392,Patrick Burner,35,25,15,17,3,14,25,56.0,11,11,2,9,30,37,0
393,Sergio Busquets,80,44,23,43,14,41,71,57.7,30,36,5,31,44,24,2
394,Unai Bustinza,66,40,40,19,7,32,53,60.4,21,30,9,21,65,77,0
395,Ludovic Butelle,1,1,1,0,0,1,2,50.0,1,1,0,1,0,10,4
396,Marcin Bułka,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
397,Sam Byram,40,22,24,11,5,18,37,48.6,19,16,8,8,26,73,0
398,Erick Cabaco,3,2,1,2,0,0,3,0.0,3,1,1,0,3,11,0
399,Erick Cabaco,12,9,9,3,0,4,6,66.7,2,12,7,5,12,50,1
400,Willy Caballero,0,0,0,0,0,0,0,,0,0,0,0,0,3,0
401,Yohan Cabaye,29,18,11,14,4,14,25,56.0,11,10,0,10,22,7,1
402,Manuel Cabit,3,1,1,2,0,2,10,20.0,8,5,0,5,4,5,0
403,Ariday Cabrera,1,1,1,0,0,0,1,0.0,1,2,0,2,0,0,0
404,Leandro Cabrera,10,6,5,5,0,5,12,41.7,7,10,4,6,21,66,0
405,Leandro Cabrera,27,11,17,9,1,17,28,60.7,11,19,12,7,21,78,1
406,Fabrizio Cacciatore,14,4,9,4,1,6,9,66.7,3,10,6,4,16,44,0
407,Martín Cáceres,47,31,34,11,2,16,34,47.1,18,29,13,16,31,74,2
408,Anthony Caci,29,17,19,9,1,8,17,47.1,9,15,5,10,19,15,1
409,Jhonder Cádiz,16,8,6,7,3,3,7,42.9,4,4,2,2,1,9,0
410,Mathieu Cafaro,12,6,5,5,2,6,17,35.3,11,13,0,13,2,0,0
411,Jonathan Cafu,7,3,4,3,0,4,7,57.1,3,1,0,1,1,3,0
412,Gary Cahill,15,8,11,4,0,7,15,46.7,8,34,25,9,18,114,1
413,Felipe Caicedo,17,10,4,7,6,2,11,18.2,9,9,1,8,4,2,0
414,Arturo Calabresi,53,33,29,20,4,33,75,44.0,42,24,11,13,29,60,0
415,Davide Calabria,52,33,28,22,2,17,41,41.5,24,23,5,18,21,47,1
416,Riccardo Calafiori,0,0,0,0,0,0,1,0.0,1,0,0,0,2,0,0
417,Mattia Caldara,21,11,12,8,1,5,11,45.5,6,9,5,4,30,22,1
418,Marco Calderoni,38,25,22,13,3,20,39,51.3,19,27,10,17,37,54,1
419,Fernando Calero,14,9,10,4,0,7,15,46.7,8,13,5,8,8,42,1
420,Duje Ćaleta-Car,29,15,17,11,1,18,26,69.2,8,17,6,11,26,98,0
421,Hakan Çalhanoğlu,42,21,15,21,6,12,35,34.3,23,26,2,24,26,26,1
422,Daniel Caligiuri,58,37,18,25,15,27,74,36.5,47,67,6,61,25,39,0
423,José Callejón,13,9,3,7,3,9,25,36.0,16,15,3,12,10,14,1
424,Jonathan Calleri,12,8,6,4,2,3,24,12.5,21,11,3,8,7,22,0
425,Dominic Calvert-Lewin,7,5,1,4,2,1,10,10.0,9,15,2,13,6,36,0
426,Mahdi Camara,33,20,12,16,5,18,32,56.3,14,20,2,18,18,5,0
427,Souleymane Camara,0,0,0,0,0,0,2,0.0,2,0,0,0,0,1,0
428,Víctor Camarasa,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
429,Víctor Camarasa,18,10,5,10,3,7,18,38.9,11,8,3,5,15,12,0
430,Eduardo Camavinga,105,64,45,56,4,48,96,50.0,48,26,8,18,34,35,0
431,Sergio Camello,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
432,José Campaña,38,25,15,13,10,13,53,24.5,40,30,5,25,44,42,2
433,Xisco Campos,7,4,5,2,0,5,9,55.6,4,8,5,3,11,23,0
434,Víctor Campuzano,12,9,1,6,5,3,19,15.8,16,8,0,8,2,4,0
435,Emre Can,10,7,5,3,2,3,10,30.0,7,4,0,4,2,3,0
436,Emre Can,19,12,11,7,1,5,12,41.7,7,14,6,8,19,15,0
437,Sergio Canales,25,16,14,6,5,7,28,25.0,21,30,1,29,13,16,0
438,João Cancelo,40,24,21,12,7,24,40,60.0,16,9,2,7,21,18,0
439,Antonio Candreva,11,6,9,1,1,7,29,24.1,22,26,10,16,14,33,1
440,Gianmarco Cangiano,1,1,0,1,0,0,0,,0,0,0,0,1,0,0
441,Todd Cantwell,51,31,19,27,5,26,73,35.6,47,38,2,36,18,35,1
442,Ander Capa,64,36,37,21,6,24,59,40.7,35,26,7,19,28,63,0
443,Pierrick Capelle,42,32,18,16,8,16,48,33.3,32,17,3,14,21,28,0
444,Étienne Capoue,75,40,38,30,7,37,85,43.5,48,30,11,19,68,61,0
445,Gianluca Caprari,9,7,1,6,2,4,13,30.8,9,5,0,5,7,1,0
446,Gianluca Caprari,1,1,0,1,0,0,5,0.0,5,7,2,5,4,2,0
447,Francesco Caputo,7,4,3,2,2,3,11,27.3,8,15,0,15,1,8,0
448,Maxence Caqueret,24,15,10,13,1,11,25,44.0,14,14,2,12,9,6,1
449,Andrea Carboni,8,4,3,5,0,3,4,75.0,1,6,6,0,7,20,0
450,Irvin Cardona,13,8,5,6,2,9,32,28.1,23,8,0,8,1,7,0
451,Marc Cardona,1,0,0,1,0,0,8,0.0,8,3,1,2,2,2,0
452,Diego Carlos,35,23,25,9,1,15,25,60.0,10,33,24,9,37,176,1
453,Lionel Carole,23,8,15,6,2,13,17,76.5,4,2,1,1,19,22,0
454,Yannick Carrasco,11,7,4,4,3,7,21,33.3,14,9,0,9,5,2,0
455,Daniel Carriço,8,2,4,3,1,1,6,16.7,5,4,3,1,8,23,0
456,Guido Carrillo,13,10,3,6,4,2,14,14.3,12,9,1,8,3,22,0
457,Andy Carroll,5,3,3,2,0,2,8,25.0,6,2,1,1,2,24,1
458,Dani Carvajal,65,46,33,25,7,23,42,54.8,19,43,14,29,36,53,0
459,Matis Carvalho,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0
460,William Carvalho,7,4,4,2,1,4,14,28.6,10,7,5,2,4,8,1
461,Casemiro,96,60,43,45,8,39,99,39.4,60,53,10,43,68,72,0
462,Moreto Cassamã,17,11,2,13,2,5,7,71.4,2,7,2,5,5,6,0
463,Francesco Cassata,20,10,12,5,3,9,30,30.0,21,12,2,10,11,11,0
464,Timothy Castagne,31,20,9,16,6,13,25,52.0,12,34,5,29,17,23,0
465,Koen Casteels,0,0,0,0,0,0,0,,0,0,0,0,0,9,1
466,Jean-Charles Castelletto,18,9,13,5,0,9,18,50.0,9,20,16,4,33,87,1
467,Samu Castillejo,24,15,10,11,3,9,42,21.4,33,17,2,15,24,5,0
468,Jonny Castro,91,55,54,26,11,29,82,35.4,53,45,10,35,53,45,2
469,Lucas Castro,13,5,5,5,3,2,4,50.0,2,4,0,4,2,3,0
470,Lucas Castro,7,3,3,4,0,1,12,8.3,11,6,1,5,8,14,0
471,Gaetano Castrovilli,59,31,25,23,11,18,53,34.0,35,29,2,27,15,31,1
472,Danilo Cataldi,17,11,10,5,2,10,20,50.0,10,7,1,6,13,10,0
473,Craig Cathcart,41,26,25,15,1,10,24,41.7,14,19,16,3,25,136,1
474,Edinson Cavani,5,1,0,2,3,0,3,0.0,3,7,0,7,1,2,0
475,Santi Cazorla,48,25,14,21,13,20,57,35.1,37,23,1,22,19,16,2
476,Dani Ceballos,45,23,26,14,5,18,61,29.5,43,14,3,11,32,16,1
477,Federico Ceccherini,14,8,11,3,0,10,10,100.0,0,9,5,4,13,37,1
478,Christian Celesia,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
479,Zeki Çelik,53,28,18,28,7,27,60,45.0,33,24,4,20,26,39,0
480,Fabien Centonze,76,49,53,22,1,34,57,59.6,23,30,11,19,59,98,0
481,Luca Ceppitelli,22,15,16,6,0,6,11,54.5,5,23,17,6,23,66,2
482,Alberto Cerri,2,1,0,2,0,1,3,33.3,2,1,0,1,0,3,0
483,Alberto Cerri,3,1,1,0,2,2,6,33.3,4,1,0,1,2,4,0
484,Julian Chabot,11,7,6,5,0,6,11,54.5,5,3,2,1,15,26,0
485,Florian Chabrolle,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
486,Fouad Chafik,32,21,22,7,3,17,36,47.2,19,12,5,7,26,36,0
487,Sofian Chakla,0,0,0,0,0,0,1,0.0,1,2,1,1,3,7,1
488,Nathaniel Chalobah,30,11,13,13,4,12,27,44.4,15,10,4,6,18,20,0
489,Calum Chambers,26,10,12,8,6,11,16,68.8,5,13,7,6,16,43,1
490,Jhon Chancellor,30,14,22,8,0,11,22,50.0,11,34,29,5,34,145,3
491,Timothy Chandler,22,10,9,8,5,9,16,56.3,7,9,4,5,13,21,0
492,Kwon Chang-hoon,7,4,2,3,2,1,10,10.0,9,5,1,4,7,14,0
493,Gaëtan Charbonnier,36,16,11,11,14,10,35,28.6,25,19,6,13,7,33,1
494,Brendan Chardonnet,12,6,10,2,0,7,12,58.3,5,8,5,3,15,50,0
495,Charles,10,5,0,6,4,4,22,18.2,18,7,2,5,7,6,0
496,Xavier Chavalerin,71,52,29,33,9,19,49,38.8,30,23,8,15,36,36,0
497,Pablo Chavarría,1,1,0,1,0,0,4,0.0,4,1,1,0,1,2,0
498,Aurélien Chedjou,27,19,18,9,0,10,22,45.5,12,15,11,4,40,120,3
499,Pape Cheikh Diop,10,4,6,3,1,2,12,16.7,10,4,2,2,5,3,0
500,Chema,4,3,1,3,0,1,2,50.0,1,1,0,1,5,12,0
501,Rayan Cherki,3,2,0,1,2,3,4,75.0,1,3,0,3,0,0,0
502,Denis Cheryshev,16,9,5,4,7,3,17,17.6,14,15,1,14,7,10,0
503,Giorgio Chiellini,3,0,3,0,0,1,1,100.0,0,2,2,0,1,9,0
504,Federico Chiesa,38,22,13,15,10,10,52,19.2,42,19,0,19,6,6,0
505,Ben Chilwell,43,26,28,13,2,23,52,44.2,29,30,6,24,28,68,2
506,Vlad Chiricheș,14,9,12,2,0,7,10,70.0,3,13,8,5,11,28,2
507,Tahith Chong,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
508,Joris Chotard,30,18,13,17,0,15,35,42.9,20,12,5,7,20,12,1
509,Hamza Choudhury,17,8,7,8,2,3,25,12.0,22,15,6,9,24,13,0
510,Mounir Chouiar,36,23,13,18,5,12,42,28.6,30,8,0,8,13,13,0
511,Andreas Christensen,38,21,25,12,1,15,21,71.4,6,12,8,4,29,56,0
512,Samuel Chukwueze,23,14,12,6,5,13,30,43.3,17,15,1,14,10,14,1
513,Darko Churlinov,1,1,1,0,0,1,2,50.0,1,0,0,0,1,0,0
514,Churripi,1,1,1,0,0,1,1,100.0,0,0,0,0,0,2,0
515,Luca Cigarini,37,20,23,13,1,16,40,40.0,24,28,10,18,20,29,0
516,Per Ciljan Skjelbred,50,30,18,29,3,17,41,41.5,24,14,3,11,23,17,0
517,Jasper Cillessen,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1
518,Thiago Cionek,53,32,36,12,5,22,53,41.5,31,30,11,19,46,91,2
519,Ibrahim Cissé,1,1,1,0,0,0,0,,0,0,0,0,0,6,0
520,Ibrahim Cissé,2,1,0,2,0,0,0,,0,0,0,0,0,2,0
521,Andrea Cistana,20,8,13,7,0,6,17,35.3,11,38,34,4,33,96,1
522,Ciaran Clark,20,12,18,2,0,9,15,60.0,6,18,14,4,11,82,0
523,Leon Clarke,0,0,0,0,0,0,0,,0,0,0,0,0,2,0
524,Alexis Claude-Maurice,26,16,8,11,7,13,35,37.1,22,20,4,16,11,4,0
525,Christian Clemens,0,0,0,0,0,0,0,,0,1,1,0,0,0,0
526,Óscar Clemente,0,0,0,0,0,0,0,,0,1,0,1,0,0,0
527,Yannis Clementia,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
528,Denilho Cleonise,1,0,1,0,0,0,0,,0,0,0,0,1,0,0
529,Carlos Clerc,28,16,14,13,1,12,20,60.0,8,22,9,13,22,61,0
530,Tom Cleverley,28,15,8,14,6,9,36,25.0,27,13,1,12,10,15,0
531,Conor Coady,36,23,30,6,0,15,30,50.0,15,22,15,7,28,119,2
532,Marcus Coco,1,0,1,0,0,1,1,100.0,0,0,0,0,0,0,0
533,Renaud Cohade,28,20,11,12,5,12,28,42.9,16,14,3,11,8,6,0
534,Coke,25,18,14,8,3,14,30,46.7,16,9,2,7,13,19,0
535,Séamus Coleman,42,31,24,14,4,19,25,76.0,6,21,9,12,24,43,1
536,Álex Collado,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
537,Ebrima Colley,2,1,1,0,1,1,2,50.0,1,1,0,1,1,0,0
538,Omar Colley,42,26,27,14,1,12,24,50.0,12,33,22,11,59,155,1
539,Jamilu Collins,69,43,44,21,4,37,62,59.7,25,53,19,34,70,91,1
540,Simone Colombi,0,0,0,0,0,0,0,,0,0,0,0,0,1,0
541,Lorenzo Colombo,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
542,Racine Coly,21,13,15,5,1,9,17,52.9,8,5,0,5,12,23,0
543,Kingsley Coman,19,11,6,7,6,12,27,44.4,15,9,0,9,4,3,0
544,Daniel Congré,37,27,20,16,1,18,38,47.4,20,8,7,1,47,66,1
545,Aaron Connolly,7,6,1,4,2,3,10,30.0,7,11,0,11,0,3,0
546,Andrea Consigli,0,0,0,0,0,0,1,0.0,1,0,0,0,4,19,2
547,Andrea Conti,41,25,23,15,3,21,49,42.9,28,21,8,13,43,42,1
548,Lewis Cook,27,14,15,9,3,10,47,21.3,37,17,5,12,17,17,1
549,Steve Cook,22,11,18,4,0,8,20,40.0,12,32,23,9,44,153,1
550,Francis Coquelin,37,21,25,11,1,16,38,42.1,22,19,9,10,38,25,0
551,Gabriele Corbo,1,1,1,0,0,0,3,0.0,3,2,2,0,4,5,0
552,Sébastien Corchia,2,1,2,0,0,2,4,50.0,2,5,2,3,5,8,0
553,Iñigo Córdoba,33,20,16,12,5,14,52,26.9,38,30,2,28,16,13,0
554,Jhon Córdoba,9,6,1,5,3,3,13,23.1,10,19,1,18,5,17,0
555,Sergio Córdova,3,0,0,2,1,1,10,10.0,9,0,0,0,0,3,0
556,Benjamin Corgnet,1,1,1,0,0,1,3,33.3,2,2,0,2,2,3,0
557,Jack Cork,35,24,10,20,5,12,62,19.4,50,34,12,22,28,49,0
558,Andreas Cornelius,9,4,2,5,2,4,11,36.4,7,7,0,7,2,26,0
559,Maxwel Cornet,30,19,18,8,4,13,23,56.5,10,16,1,15,21,19,1
560,Quentin Cornette,8,3,3,2,3,3,9,33.3,6,7,1,6,6,5,0
561,Ángel Correa,25,9,7,9,9,9,36,25.0,27,23,5,18,14,21,0
562,Joaquín Correa,13,7,3,7,3,5,24,20.8,19,5,1,4,7,10,0
563,Rober Correa,13,6,8,3,2,6,10,60.0,4,6,4,2,16,31,0
564,Edmilson Correia,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,0
565,Thierry Correia,8,3,5,3,0,1,2,50.0,1,5,0,5,2,10,0
566,Antonio Cortés,1,1,0,1,0,0,1,0.0,1,0,0,0,0,2,0
567,Danny da Costa,26,17,14,8,4,6,16,37.5,10,16,1,15,15,26,0
568,Diego Costa,9,5,1,4,4,1,10,10.0,9,4,2,2,3,10,0
569,Douglas Costa,2,1,1,1,0,1,12,8.3,11,7,0,7,5,5,0
570,Jaume Costa,27,23,17,8,2,14,28,50.0,14,11,6,5,24,52,1
571,Angelo da Costa Júnior,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
572,Nuno da Costa,15,10,3,8,4,4,10,40.0,6,7,0,7,4,3,0
573,David Costas,4,3,3,1,0,2,4,50.0,2,3,3,0,8,12,0
574,Benoît Costil,0,0,0,0,0,0,3,0.0,3,0,0,0,2,9,0
575,Kalifa Coulibaly,11,7,0,5,6,3,5,60.0,2,3,1,2,6,32,0
576,Senou Coulibaly,14,7,11,3,0,2,4,50.0,2,11,10,1,10,44,1
577,Yoann Court,48,26,28,17,3,20,64,31.3,44,21,0,21,15,14,0
578,Thibaut Courtois,0,0,0,0,0,0,2,0.0,2,0,0,0,2,18,2
579,Philippe Coutinho,21,15,1,13,7,2,13,15.4,11,9,2,7,6,0,0
580,Nicolas Cozza,5,5,3,2,0,2,3,66.7,1,8,6,2,9,18,0
581,Alessio Cragno,0,0,0,0,0,0,0,,0,0,0,0,0,10,0
582,Aaron Cresswell,43,26,21,18,4,23,46,50.0,23,33,10,23,35,75,2
583,Domenico Criscito,53,33,34,12,7,24,56,42.9,32,25,13,12,53,81,1
584,Bryan Cristante,25,15,6,14,5,8,27,29.6,19,13,4,9,22,23,0
585,Sebastián Cristóforo,5,5,2,2,1,1,5,20.0,4,2,1,1,1,0,0
586,Sebastián Cristóforo,35,19,11,14,10,13,32,40.6,19,25,3,22,8,2,0
587,Juan Cuadrado,67,43,32,28,7,35,62,56.5,27,22,8,14,35,47,0
588,Cucho,15,8,6,8,1,6,21,28.6,15,14,1,13,10,15,0
589,Marc Cucurella,74,51,23,38,13,24,76,31.6,52,58,8,50,36,28,1
590,Iván Cuéllar,0,0,0,0,0,0,2,0.0,2,0,0,0,0,28,2
591,Jaume Cuéllar,1,0,0,0,1,0,1,0.0,1,0,0,0,0,0,0
592,Mickaël Cuisance,2,1,0,2,0,1,9,11.1,8,1,1,0,3,0,0
593,Matheus Cunha,10,5,6,4,0,4,11,36.4,7,11,1,10,10,1,0
594,Matheus Cunha,6,2,0,1,5,0,2,0.0,2,5,1,4,1,0,0
595,Felipe Curcio,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
596,Patrick Cutrone,4,2,2,1,1,1,5,20.0,4,1,1,0,2,1,0
597,Patrick Cutrone,4,2,2,1,1,1,15,6.7,14,6,1,5,2,6,0
598,Wylan Cyprien,17,11,5,12,0,7,27,25.9,20,8,2,6,19,16,3
599,Rafael Czichos,43,34,26,16,1,22,45,48.9,23,24,13,11,35,110,1
600,Lennart-Marten Czyborra,0,0,0,0,0,0,0,,0,2,0,2,0,0,0
601,Marco D'Alessandro,11,8,5,3,3,5,8,62.5,3,11,0,11,5,6,0
602,Danilo D'Ambrosio,30,16,16,12,2,16,33,48.5,17,15,4,11,14,25,0
603,Felice D'Amico,1,1,0,0,1,0,0,,0,0,0,0,0,0,0
604,Lucas Da Cunha,1,0,1,0,0,1,1,100.0,0,0,0,0,0,0,0
605,Jacopo Da Riva,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
606,Damien Da Silva,27,14,20,5,2,10,19,52.6,9,21,13,8,26,143,1
607,Moanes Dabbur,1,1,0,0,1,0,0,,0,1,0,1,0,0,0
608,Moanes Dabbur,8,5,1,3,4,3,10,30.0,7,6,2,4,4,1,0
609,Bryan Dabo,18,10,13,4,1,5,15,33.3,10,13,2,11,9,14,0
610,Colin Dagba,10,4,2,4,4,5,9,55.6,4,6,1,5,6,9,0
611,Mahmoud Dahoud,10,6,4,4,2,6,18,33.3,12,8,2,6,8,4,0
612,Leon Dajaku,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0
613,Felipe dal Belo,13,6,9,4,0,9,15,60.0,6,14,12,2,9,30,0
614,Christian Dalle Mura,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
615,Diogo Dalot,3,2,3,0,0,3,4,75.0,1,1,0,1,2,1,0
616,Charlie Daniels,1,1,0,1,0,0,1,0.0,1,2,0,2,1,5,1
617,Danilo,30,20,16,12,2,18,30,60.0,12,12,3,9,26,44,0
618,Arnaut Danjuma,4,2,3,1,0,1,4,25.0,3,2,0,2,8,4,1
619,Scott Dann,8,4,7,1,0,8,14,57.1,6,9,7,2,14,67,0
620,Kevin Danso,6,4,3,3,0,4,7,57.1,3,7,3,4,2,7,0
621,Dante,34,21,24,10,0,17,25,68.0,8,27,16,11,26,79,0
622,Andrea Danzi,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
623,Sergi Darder,47,23,11,26,10,17,58,29.3,41,30,1,29,24,23,1
624,Vladimír Darida,50,27,14,31,5,11,48,22.9,37,44,7,37,27,19,2
625,Matteo Darmian,81,42,48,30,3,40,83,48.2,43,38,16,22,25,78,1
626,Alphonso Davies,70,43,35,24,11,38,58,65.5,20,35,6,29,31,51,0
627,Ben Davies,28,15,13,11,4,7,21,33.3,14,28,12,16,22,47,0
628,Tom Davies,38,17,12,22,4,17,55,30.9,38,12,4,8,35,28,0
629,Keinan Davis,1,1,0,1,0,0,3,0.0,3,4,0,4,0,3,0
630,Paweł Dawidowicz,15,12,11,4,0,5,11,45.5,6,6,5,1,12,26,0
631,Craig Dawson,29,18,16,13,0,17,31,54.8,14,41,32,9,34,116,0
632,Kevin De Bruyne,45,24,8,20,17,18,66,27.3,48,26,4,22,18,24,2
633,Sebastien De Maio,18,11,11,7,0,7,11,63.6,4,28,20,8,32,86,2
634,Rodrigo De Paul,61,31,31,26,4,27,65,41.5,38,38,3,35,29,8,1
635,Mattia De Sciglio,10,8,6,4,0,6,14,42.9,8,5,2,3,8,18,1
636,Lorenzo De Silvestri,15,8,4,7,4,11,27,40.7,16,20,7,13,19,72,0
637,Lucas Deaux,49,26,16,29,4,16,45,35.6,29,20,4,16,15,19,0
638,Mathieu Debuchy,44,26,22,15,7,24,47,51.1,23,21,11,10,43,59,0
639,Troy Deeney,19,12,6,10,3,6,29,20.7,23,13,1,12,11,27,0
640,Grégoire Defrel,12,8,4,6,2,4,15,26.7,11,9,0,9,3,5,0
641,Alessandro Deiola,0,0,0,0,0,0,0,,0,0,0,0,1,0,0
642,Alessandro Deiola,16,9,9,7,0,9,24,37.5,15,12,4,8,8,14,1
643,Romain Del Castillo,20,14,5,11,4,6,27,22.2,21,12,2,10,7,7,0
